selfies,target
[C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],5.17
[O][=C][C][=C][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][Ring1][N],5.17
[C][C][C][Branch1][C][C][C][Branch2][#Branch2][=Branch2][N][C][=Branch1][C][=O][C][Branch2][=Branch2][#Branch2][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][Branch1][C][C][S][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch1][C][C][NH3+1][C][Branch1][C][C][C][C][C][Branch1][C][N][=O],5.17
[C][C][Branch2][Ring2][=N][N][C][=Branch1][C][=O][C][Branch2][Ring1][=Branch1][C][C][=C][C][=C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch2][Ring1][Branch1][C][C][Branch1][C][O][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1],5.17
[N][C][N][=C][Branch2][Ring1][Ring2][N][C][=C][C][=C][C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][=C][Ring1][#Branch2][S][C][=Ring1][S][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],5.17
[C][C][=Branch1][C][=O][N][C][C][C][C][C][Branch2][=Branch1][#Branch1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][O][C][C][C][C][N][C][Branch1][C][C][=O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][O-1],5.17
[C][C][=C][C][=C][Branch1][#C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring2][Ring1][Ring1],5.17
[C][C][Branch1][C][C][C][C][Branch2][=Branch1][Branch2][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][#C][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][Branch1][C][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][O-1],5.17
[C][C][=C][C][=C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][C][S][C][=N][C][N][=C][Branch1][C][N][NH1][C][=Branch1][C][=O][C][=Ring1][Branch2][NH1][Ring1][O][C][=C][Ring2][Ring1][Branch1],5.17
[O][=C][Branch1][O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][=N][C][=N][Ring1][S],5.18
[N][=N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][O][Ring1][N],5.18
[C][O][C][=C][C][=C][Branch2][Ring1][N][C][=N][O][C][Branch1][Ring2][C][Ring1][Branch1][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][O][O][C][=C][Ring2][Ring1][Branch1],5.18
[C][C][O][C][=C][C][=Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][=Branch1][C][=O][O-1],5.18
[C][C][O][C][Branch2][Ring2][#Branch2][O][C][C][Branch1][Ring1][C][O][O][C][Branch2][Ring1][Branch1][O][C][C][Branch1][Ring1][C][O][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Branch1][C][O][C][Ring2][Ring1][Branch1][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Ring1][#C][NH2+1][C][C][=C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O],5.18
[C][C][C][=Branch1][C][=O][N][C][=N][C][Branch1][C][C][=C][Branch2][Ring1][#Branch2][C][=C][S][C][Branch1][P][N][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][=N][Ring1][#C][S][Ring2][Ring1][Branch1],5.18
[O][C][C][NH1+1][C][C][C][Branch1][C][O][C][Ring1][=Branch1][C][Branch1][C][O][C][Ring1][O][O],5.18
[NH3+1][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],5.18
[O][C][C][C][NH2+1][C][C][Branch1][C][O][C][Ring1][#Branch1][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O],5.19
[C][C][=Branch1][C][=O][N][C][C][Branch2][Branch1][Ring2][O][C][C][Branch1][Ring1][C][O][O][C][Branch2][Ring1][#Branch2][O][C][C][Branch1][C][O][C][NH1+1][=C][Branch1][=Branch1][N][Branch1][C][C][C][O][C][Ring1][Branch2][C][Ring1][N][C][O][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][Ring2][Ring1][O][O][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring2][Ring2][=Branch1][O],5.19
[C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],5.19
[C][C][=N][C][Branch1][C][C][=C][Branch1][N][C][=C][C][=N][C][Branch1][C][N][=N][Ring1][#Branch1][S][Ring1][=N],5.19
[C][C][O][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][C][Branch2][Ring1][Branch1][C][C][Branch1][C][O][C][C][C][Branch1][C][C][C][C][Branch1][C][C][C][Ring1][Branch2][=O][C][C][Ring2][Ring1][Ring1][=O],5.19
[C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch2][#Branch1][P][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch2][Branch1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O][C][Branch1][C][C][O],5.19
[C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch2][=Branch1][=N][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C][C][Branch1][C][C][O],5.19
[C][C][Branch1][=Branch2][N][C][=Branch1][C][=O][C][C][S][C][=Branch1][C][=O][O-1],5.19
[C][=C][C][=C][C][Branch2][Ring1][#Branch1][C][=C][N][=C][C][=N][C][Branch1][Branch2][C][C][=N][NH1][C][=Ring1][Branch1][=C][N][Ring1][=C][Ring1][O][=C][NH1][C][Ring2][Ring1][Ring1][=C][Ring2][Ring1][#Branch1],5.19
[C][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][C][=C][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][N][Branch2][Ring1][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][NH1][C][Ring1][Branch1][=C][Ring1][=Branch2][C][=Branch1][C][=O][N][Ring2][Ring1][Branch1][Ring2][Ring1][S],5.19
[C][N][C][=N][C][=C][C][C][=Branch1][C][=O][NH1][C][=N][C][=Ring1][#Branch1][C][=C][Ring1][O][NH1][Ring1][=C],5.19
[C][C][C][Branch1][C][C][C][Branch2][Ring2][S][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],5.19
[C][C][Branch1][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][Branch1][C][N][=O],5.19
[C][C][C][Branch1][C][C][C][Branch2][#Branch1][Ring1][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch2][Branch1][Branch2][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1],5.19
[NH3+1][C][Branch2][Ring1][Branch2][C][C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][S][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],5.19
[C][O][C][=C][C][=C][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][=C][Branch1][#Branch1][N][C][Branch1][C][N][=O][C][Branch1][=Branch1][C][Branch1][C][N][=O][=N][Ring1][N][C][Ring2][Ring1][C][=C][Ring2][Ring1][=Branch1],5.19
[C][C][C][Branch1][C][C][C][Branch2][Ring2][=Branch2][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch2][Ring2][#C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C][C][Branch1][C][C][O][C][Branch1][C][C][C][C],5.19
[C][C][=C][Branch1][C][N][C][Branch1][C][O][=C][C][=Branch1][Branch1][=C][Ring1][Branch2][O][N+1][=C][C][Branch1][C][NH3+1][C][Branch1][C][O][C][Ring1][#Branch1][=C][Ring1][N][C][O][C][Branch1][C][N][=O],5.2
[C][C][Branch1][C][C][C][Branch1][Ring1][C][O][N][C][C][=C][C][=N][C][=C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][N][Ring1][=N][N][=Ring1][P],5.2
[NH2+1][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2],5.2
[O][=N][C][=Branch1][C][=O][C][C][C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][N][Ring1][=N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],5.2
[C][C][C][Branch1][C][C][C][Branch1][O][N][C][=Branch1][C][=O][C][Branch1][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch2][=Branch1][#C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C][C][C][Branch1][C][C][C][C],5.2
[C][C][=C][C][Branch1][C][C][=C][Branch1][C][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring1][O],5.2
[C][C][C][N][=C][Branch1][N][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=C],5.2
[O][C][C][O][C][Branch1][S][S][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Ring1][Ring1][O],5.2
[C][C][Branch2][Ring1][=Branch1][C][=C][C][=C][C][Branch1][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=C][Ring1][=N][N][C][=Branch1][C][=NH2+1][C][C][O][Ring2][Ring1][Ring2],5.2
[C][C][=N][O][C][Branch1][C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][Branch2][Ring1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=N][C][Ring2][Ring1][Ring2][=N][Ring2][Ring1][Branch2],5.2
[C][C][C][Branch1][C][C][C][Branch2][Branch1][Ring2][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][NH2+1][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][O-1],5.2
[C][C][C][Branch1][C][C][C][Branch2][=Branch1][Ring1][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C],5.2
[O][=S][=Branch1][C][=O][Branch1][C][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][Cl][=C][Ring1][Branch2][C][=C][C][=C][Branch2][Ring1][Branch1][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Branch1][C][Cl][=C][Ring2][Ring1][Ring1],5.2
[O][=C][N][C][C][=C][C][Branch2][Ring1][=Branch1][O][C][C][C][NH2+1][C][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=C][C][=C][Ring2][Ring1][Branch1][Ring2][Ring1][Branch2],5.2
[C][S+1][Branch1][N][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1][C][C][O][C][Branch1][P][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][#Branch2][C][Branch1][C][O][C][Ring1][S][O],5.21
[C][C][C][C][C][C][C][Ring1][=Branch1][O][C][=C][C][=C][C][Branch2][Ring1][Branch2][C][=N][C][=C][C][Branch1][=Branch1][C][Branch1][C][N][=NH2+1][=C][Branch1][C][F][C][=C][Ring1][#Branch2][NH1][Ring1][=N][=C][Ring2][Ring1][Ring1][O],5.21
[C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][O-1],5.21
[O][=C][Branch1][C][O-1][C][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][=C][N][=C][C][Branch1][C][Br][=C][Ring1][#Branch1],5.21
[C][N][Branch1][Ring2][C][C][O][C][=N][C][=N][C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Branch1][=Ring1][P],5.21
[O][=C][C][=C][N][Branch2][Ring1][Ring2][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][=Branch1][C][=O][NH1][Ring2][Ring1][C],5.21
[C][C][C][C][C][C][C][C][C][=C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch2][Ring1][=Branch1][C][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C],5.21
[O][=C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][Ring1][P],5.21
[C][O][C][Branch2][Ring2][Ring1][C][C][Branch2][Ring1][Branch2][C][C][N+1][Branch1][C][C][C][C][C][C][=C][C][=C][Branch1][C][F][C][Branch1][C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],5.21
[C][C][Branch1][C][C][Branch1][C][C][C][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][N][=C][Branch1][C][N][C][=C][C][Ring1][#Branch1][=C][Ring1][O],5.21
[NH3+1][C][C][Branch2][#Branch1][Ring2][O][C][C][Branch1][Ring1][C][O][O][C][Branch2][Branch1][#C][O][C][C][Branch1][Ring1][C][O][O][C][Branch2][Ring2][#Branch2][O][C][C][Branch1][Ring1][C][O][O][C][Branch2][Ring1][Branch1][O][C][C][Branch1][Ring1][C][O][O][C][Branch1][C][O][C][Branch1][C][NH3+1][C][Ring1][#Branch2][O][C][Branch1][C][NH3+1][C][Ring2][Ring1][Branch1][O][C][Branch1][C][NH3+1][C][Ring2][Ring1][S][O][C][Branch1][C][NH3+1][C][Ring2][Ring2][O][O][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring2][Branch1][=Branch1][O],5.21
[N][C][=N][N+1][=C][Branch1][S][C][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2][N][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring2][Ring1][Ring1][NH1][Ring2][Ring1][=Branch1],5.21
[C][C][Branch1][C][C][Branch1][C][C][N][N][=C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][P],5.21
[NH3+1][C][C][C][=C][C][Branch1][C][Br][=C][C][Branch2][Ring1][P][C][#C][C][=C][C][=C][C][Branch2][Ring1][Ring1][C][=C][C][=C][C][Branch1][C][Br][=C][C][Branch1][Ring2][C][C][NH3+1][=C][Ring1][#Branch2][=C][Ring2][Ring1][C][=C][Ring2][Ring1][O],5.21
[C][S][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][O-1],5.21
[O][=C][Branch1][C][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][Branch1][#C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring1][S][C][=Branch1][C][=O][O-1],5.21
[C][C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][N][Ring1][Branch1][C][N][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][N][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][=C][C][=C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][=C][Ring1][#Branch2],5.21
[C][C][N][C][=N][C][Branch1][C][Cl][=N][C][Branch1][N][N][C][Branch1][C][C][Branch1][Ring1][C][#N][C][C][=N][Ring1][=C],5.21
[O][=C][Branch1][C][O-1][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring2][Ring1][C][C][=Branch1][C][=O][O-1],5.22
[C][S][C][C][C][Branch1][O][N][C][=Branch1][C][=O][C][Branch1][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][O-1],5.22
[C][O][C][=C][C][=C][Branch1][C][O][C][Branch2][Ring1][Branch1][C][=N][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=NH2+1][C][=C][Ring1][=Branch2][NH1][Ring1][N][=C][Ring2][Ring1][Ring1],5.22
[C][C][=C][C][Branch1][C][I][=C][Branch1][C][O][C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=NH2+1][C][Branch1][C][Cl][=C][Ring1][#Branch2][=C][Ring2][Ring1][Branch1],5.22
[O][=C][Branch2][Ring1][Ring1][C][C][C][N][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring1][N][N][C][C][N][Branch2][Ring1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=C][Ring1][O][C][C][Ring2][Ring1][Ring2],5.22
[C][C][C][C][C][C][C][Ring1][=Branch1][O][C][=C][C][=C][C][Branch2][Ring1][Branch2][C][=N][C][=C][C][Branch1][=Branch1][C][Branch1][C][N][=NH2+1][=C][Branch1][C][F][C][=C][Ring1][#Branch2][NH1][Ring1][=N][=C][Ring2][Ring1][Ring1][O],5.22
[N][C][=Branch1][C][=NH2+1][N][C][Branch2][Ring2][N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][C][Branch2][Ring1][=Branch1][C][=C][C][Branch1][=N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl][=N][NH1][Ring1][=N][C][C][Ring2][Ring1][Ring1][C][C][C][C][C][C][Ring1][=Branch1],5.22
